Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Cluster
Sports,1.45,1.13,0.07,0.38,3.02,1
Shooter,2.38,0.32,0.0,0.31,3.0,1
Sports,2.5999999999999996,0.21,0.009999999999999995,0.19,3.0,1
Fighting,1.15,0.0,0.7599999999999999,1.09,3.0,0
Action,1.01,1.41,0.05,0.53,2.99,0
Shooter,1.61,0.51,0.8,0.07,2.99,1
Misc,1.67,1.18,0.0,0.13,2.99,2
Sports,0.12,1.26,1.16,0.44999999999999996,2.99,1
Action,1.36,0.86,0.64,0.13,2.99,0
Simulation,0.47,1.0,1.3900000000000001,0.12,2.98,1
Shooter,1.33,1.12,0.08,0.44999999999999996,2.97,1
Simulation,0.96,1.72,0.0,0.29,2.97,1
Role-Playing,1.58,1.01,0.0,0.38,2.97,1
Platform,1.04,1.37,0.06,0.49,2.96,2
Platform,1.57,0.04000000000000001,1.19,0.15,2.96,2
Action,1.36,1.15,0.04,0.41,2.96,0
Fighting,1.82,0.71,0.15,0.26,2.95,0
Racing,1.9799999999999998,0.58,0.3400000000000001,0.04,2.94,2
Shooter,2.22,0.51,0.06,0.15,2.94,1
Fighting,1.45,1.11,0.04,0.33,2.94,0
Action,1.76,0.69,0.12,0.37,2.94,0
Puzzle,2.07,0.77,0.05,0.05,2.94,2
Role-Playing,1.83,0.8,0.03,0.27,2.93,1
Puzzle,0.87,1.06,0.7299999999999999,0.26,2.92,2
Simulation,1.43,1.13,0.05,0.3,2.91,1
Platform,1.75,0.45,0.62,0.09,2.91,2
Sports,0.61,1.85,0.11,0.33,2.9,1
Shooter,1.84,0.8,0.04,0.22,2.9,1
Misc,1.54,1.1400000000000001,0.0,0.22,2.9,2
Sports,1.75,0.86,0.0,0.28,2.9,1
Sports,0.08000000000000002,1.24,1.13,0.44999999999999996,2.9,1
Racing,0.71,1.51,0.06,0.61,2.89,2
Sports,0.99,0.32,1.38,0.2,2.89,1
Shooter,1.51,1.12,0.009999999999999995,0.24000000000000002,2.89,1
Sports,1.54,1.07,0.0,0.28,2.88,1
Shooter,2.0300000000000002,0.72,0.020000000000000004,0.11,2.88,1
Simulation,1.3,1.27,0.0,0.31,2.88,1
Racing,0.09,2.4300000000000006,0.12,0.22,2.87,2
Shooter,1.87,0.77,0.0,0.22,2.86,1
Sports,2.5299999999999994,0.16,0.0,0.17,2.86,1
Role-Playing,2.09,0.63,0.03,0.11,2.86,1
Fighting,1.9799999999999998,0.55,0.0,0.32,2.85,0
Racing,1.37,0.51,0.8899999999999999,0.07,2.85,2
Platform,1.29,0.53,0.98,0.05,2.85,2
Strategy,1.37,1.34,0.0,0.14,2.85,1
Action,1.4,1.1400000000000001,0.0,0.31,2.85,0
Sports,0.4,1.98,0.05,0.42,2.85,1
Action,1.87,0.57,0.11,0.3,2.84,0
Shooter,1.65,0.86,0.05,0.28,2.83,1
Sports,2.5199999999999996,0.09,0.0,0.22,2.83,1
Shooter,1.28,1.05,0.07,0.42999999999999994,2.83,1
Fighting,1.32,1.08,0.04,0.39,2.83,0
Shooter,1.96,0.6699999999999999,0.1,0.09,2.82,1
Action,1.59,1.05,0.04,0.14,2.82,0
Adventure,0.01999999999999999,2.79,0.0,6.938893903907228e-18,2.81,0
Racing,1.05,1.25,0.03,0.4799999999999999,2.81,2
Simulation,1.32,1.19,0.0,0.3,2.81,1
Fighting,1.32,1.06,0.04,0.38,2.8,0
Action,1.74,0.8,0.0,0.26,2.8,0
Platform,1.47,0.07000000000000002,1.1,0.15,2.8,2
Sports,0.29,0.2,2.13,0.18,2.79,1
Shooter,1.45,0.88,0.09,0.38,2.79,1
Platform,1.96,0.72,0.0,0.11,2.79,2
Fighting,1.19,1.15,0.04,0.41,2.79,0
Role-Playing,0.0,0.0,2.78,0.010000000000000002,2.79,1
Fighting,1.9799999999999998,0.7,0.0,0.11,2.79,0
Shooter,0.89,1.43,0.0,0.4799999999999999,2.79,1
Sports,2.19,0.22,0.0,0.38,2.79,1
Puzzle,0.3,1.47,0.68,0.34,2.79,2
Role-Playing,0.46,0.2899999999999999,1.96,0.07,2.79,1
Platform,1.68,0.74,0.0,0.36,2.78,2
Action,1.27,0.97,0.07,0.47,2.78,0
Platform,1.44,0.83,0.26,0.25,2.78,2
Fighting,1.2,0.98,0.17,0.42999999999999994,2.78,0
Simulation,1.41,1.12,0.0,0.24000000000000002,2.77,1
Platform,1.2399999999999998,1.2,0.04,0.3,2.77,2
Action,1.25,1.15,0.07,0.3,2.77,0
Shooter,2.5599999999999996,0.17,0.0,0.03,2.76,1
Misc,1.43,0.54,0.71,0.07,2.75,2
Action,1.07,1.31,0.06,0.31,2.74,0
Strategy,1.02,0.36,1.13,0.23,2.73,1
Action,1.33,0.31,1.04,0.05,2.73,0
Adventure,1.52,0.94,0.020000000000000004,0.24000000000000002,2.72,0
Shooter,1.49,0.93,0.020000000000000004,0.27,2.71,1
Action,1.75,0.52,0.33000000000000007,0.1,2.7,0
Action,0.99,0.48,1.09,0.14,2.7,0
Fighting,1.47,0.76,0.0,0.47,2.7,0
Misc,1.25,0.53,0.87,0.05,2.7,2
Sports,2.42,0.11,0.0,0.15999999999999998,2.69,1
Action,1.85,0.64,0.009999999999999995,0.19,2.69,0
Sports,2.38,0.12,0.0,0.18,2.69,1
Puzzle,1.63,0.52,0.35,0.18,2.69,2
Sports,1.46,0.98,0.0,0.24000000000000002,2.68,1
Racing,1.23,1.11,0.0,0.34,2.68,2
Role-Playing,0.0,0.0,2.68,6.938893903907228e-18,2.68,1
Racing,0.69,1.41,0.04,0.53,2.68,2
Role-Playing,0.78,0.75,0.8899999999999999,0.26,2.68,1
Fighting,1.95,0.63,0.0,0.09,2.67,0
Shooter,1.48,0.92,0.009999999999999995,0.26,2.67,1
Misc,1.78,0.64,0.0,0.25,2.67,2
Shooter,1.44,1.09,0.0,0.14,2.67,1
Role-Playing,1.99,0.58,0.0,0.09,2.66,1
Action,1.59,0.8,0.0,0.26,2.65,0
Action,1.15,1.11,0.0,0.4,2.65,0
Action,1.56,0.88,0.0,0.22,2.65,0
Shooter,0.86,1.11,0.009999999999999995,0.66,2.65,1
Platform,0.0,0.0,2.65,6.938893903907228e-18,2.65,2
Action,2.0,0.5,0.12,0.03,2.65,0
Action,1.53,0.87,0.0,0.24000000000000002,2.64,0
Racing,2.0,0.47,0.020000000000000004,0.14,2.63,2
Fighting,0.76,1.1,0.12,0.65,2.63,0
Strategy,1.53,0.82,0.04,0.24000000000000002,2.63,1
Action,1.7,0.46,0.06,0.41,2.63,0
Sports,2.15,0.12,0.0,0.36,2.62,1
Sports,1.07,1.06,0.24,0.25,2.62,1
Shooter,1.55,0.81,0.04,0.21,2.62,1
Sports,0.59,1.79,0.009999999999999995,0.23,2.62,1
Sports,2.3099999999999996,0.14,0.009999999999999995,0.15999999999999998,2.62,1
Simulation,0.63,0.84,0.9599999999999999,0.19,2.61,1
Action,0.9,1.22,0.04,0.44,2.61,0
Platform,1.02,0.52,0.9200000000000002,0.14,2.6,2
Action,1.86,0.55,0.11,0.08,2.6,0
Sports,0.48,1.63,0.04,0.42999999999999994,2.59,1
Platform,0.93,1.12,0.08,0.44999999999999996,2.59,2
Sports,2.0300000000000002,0.21,0.0,0.35,2.59,1
Platform,0.64,1.24,0.009999999999999995,0.69,2.58,2
Shooter,0.89,1.33,0.07,0.28,2.58,1
Action,1.04,1.24,0.03,0.27,2.58,0
Role-Playing,0.37,0.27,1.75,0.18,2.58,1
Fighting,1.4,0.88,0.03,0.26,2.58,0
Platform,1.31,0.74,0.31,0.22,2.57,2
Misc,0.28,1.68,0.33000000000000007,0.28,2.57,2
Role-Playing,1.76,0.56,0.03,0.22,2.57,1
Sports,2.14,0.08,0.0,0.35,2.57,1
Platform,1.7,0.59,0.21,0.07,2.56,2
Role-Playing,0.15,0.0,2.41,6.938893903907228e-18,2.56,1
Sports,2.11,0.23,0.0,0.22,2.56,1
Role-Playing,1.21,0.57,0.7,0.07,2.5400000000000005,1
Sports,1.13,0.87,0.29,0.25,2.5400000000000005,1
Sports,2.21,0.12,0.0,0.2,2.5400000000000005,1
Racing,1.13,1.12,0.06,0.22,2.52,2
Action,1.55,0.75,0.16000000000000003,0.06,2.52,0
Misc,1.5,0.78,0.0,0.24000000000000002,2.52,2
Role-Playing,0.49,0.0,0.52,1.51,2.52,1
Action,0.6,1.31,0.08,0.52,2.51,0
Role-Playing,2.29,0.01999999999999999,0.0,0.19,2.5,1
Sports,0.13,0.07000000000000002,0.26,2.05,2.5,1
Misc,1.28,0.14,1.08,0.010000000000000002,2.5,2
Action,0.86,1.06,0.18,0.39,2.49,0
Action,1.84,0.56,0.0,0.09,2.49,0
Action,1.29,0.97,0.0,0.23,2.49,0
Fighting,1.81,0.52,0.0,0.15,2.49,0
Shooter,1.15,0.85,0.1,0.39,2.48,1
Racing,1.38,0.85,0.0,0.25,2.48,2
Action,1.15,1.1400000000000001,0.06,0.13,2.48,0
Sports,1.72,0.44,0.05,0.27,2.48,1
Sports,2.1,0.2,0.0,0.17,2.47,1
Misc,1.13,0.36,0.9200000000000002,0.07,2.47,2
Misc,1.67,0.58,0.0,0.2,2.4600000000000004,2
Racing,1.55,0.54,0.05,0.31,2.45,2
Role-Playing,0.0,0.0,2.43,0.020000000000000004,2.45,1
Role-Playing,0.93,0.12,1.34,0.06,2.45,1
Racing,2.12,0.25,0.0,0.07,2.44,2
Shooter,1.44,0.73,0.04,0.22,2.44,1
Racing,0.87,0.98,0.0,0.59,2.44,2
Simulation,1.07,1.19,0.0,0.18,2.4300000000000006,1
Adventure,1.52,0.82,0.0,0.1,2.4300000000000006,0
Shooter,1.56,0.61,0.020000000000000004,0.23,2.42,1
Platform,1.2599999999999998,0.61,0.4600000000000001,0.08,2.42,2
Sports,1.27,0.32,0.78,0.05,2.42,1
Sports,0.29,1.18,0.5399999999999999,0.41,2.42,1
Fighting,1.63,0.22,0.51,0.06,2.41,0
Racing,2.07,0.26,0.0,0.08,2.41,2
Action,0.81,0.76,0.7,0.14,2.41,0
Misc,1.43,0.76,0.0,0.22,2.41,2
Racing,0.69,0.0,0.04,1.6800000000000002,2.41,2
Sports,2.07,0.08,0.0,0.26,2.4,1
Puzzle,2.1,0.24,0.0,0.07,2.4,2
Fighting,0.77,0.18,1.42,0.03,2.4,0
Strategy,2.3,0.1,0.0,6.938893903907228e-18,2.4,1
Racing,0.49,1.49,0.05,0.36,2.39,2
Sports,1.74,0.48,0.0,0.18,2.39,1
Misc,1.49,0.81,0.0,0.1,2.39,2
Action,1.07,0.87,0.04,0.4,2.39,0
Action,1.48,0.71,0.0,0.2,2.39,0
Misc,1.67,0.61,0.03,0.07,2.38,2
Action,1.02,0.97,0.0,0.39,2.38,0
Misc,1.73,0.46,0.020000000000000004,0.18,2.38,2
Fighting,1.94,0.39,0.03,0.020000000000000004,2.38,0
Action,1.0,0.76,0.26,0.36,2.38,0
Sports,1.46,0.54,0.009999999999999995,0.37,2.38,1
Sports,2.04,0.15,0.0,0.19,2.38,1
Misc,1.16,0.91,0.0,0.3,2.38,2
Sports,2.18,0.010000000000000009,0.0,0.18,2.37,1
Shooter,2.2799999999999994,0.01999999999999999,0.08,6.938893903907228e-18,2.37,1
Action,0.96,1.08,0.04,0.3,2.37,0
Sports,1.25,0.86,0.009999999999999995,0.26,2.37,1
Sports,2.0300000000000002,0.13,0.0,0.21,2.37,1
Sports,1.38,0.74,0.020000000000000004,0.22,2.36,1
Platform,0.69,0.14,1.48,0.05,2.36,2
Action,1.07,1.05,0.0,0.23,2.35,0
Platform,1.39,0.48,0.4,0.08,2.35,2
Role-Playing,0.0,0.0,2.34,0.010000000000000002,2.35,1
Racing,1.68,0.46,0.009999999999999995,0.2,2.35,2
Platform,1.32,0.83,0.0,0.2,2.34,2
Fighting,0.92,0.0,0.009999999999999995,1.41,2.34,0
Sports,1.2,0.9,0.0,0.24000000000000002,2.34,1
Action,1.08,0.7,0.3400000000000001,0.21,2.34,0
Simulation,1.27,0.86,0.0,0.2,2.33,1
Action,1.14,0.54,0.47,0.17,2.32,0
Sports,1.9299999999999997,0.14,0.0,0.24000000000000002,2.32,1
Misc,1.57,0.56,0.0,0.19,2.32,2
Sports,0.78,0.4,1.06,0.07,2.32,1
Action,0.79,1.35,0.04,0.14,2.32,0
Shooter,0.85,1.06,0.09,0.32,2.31,1
Puzzle,0.52,0.45,1.21,0.13,2.31,2
Racing,1.58,0.64,0.0,0.09,2.31,2
Role-Playing,0.28,0.0,2.02,0.010000000000000002,2.31,1
Sports,1.65,0.46,0.1,0.1,2.31,1
Action,1.2399999999999998,0.85,0.0,0.21,2.3,0
Action,0.95,1.06,0.0,0.29,2.3,0
Role-Playing,0.95,0.54,0.62,0.18,2.3,1
Action,1.08,0.75,0.15,0.31,2.29,0
Action,0.91,1.25,0.0,0.13,2.29,0
Action,1.23,0.68,0.04,0.34,2.29,0
Racing,1.38,0.8,0.0,0.1,2.28,2
Sports,0.3,1.27,0.4600000000000001,0.26,2.28,1
Misc,1.1099999999999999,0.98,0.0,0.2,2.28,2
Action,0.0,0.0,2.28,6.938893903907228e-18,2.28,0
Platform,0.51,0.12,1.63,0.020000000000000004,2.28,2
Sports,0.38,0.07000000000000002,0.009999999999999995,1.8200000000000003,2.28,1
Action,1.01,0.9,0.0,0.37,2.28,0
Shooter,1.05,0.77,0.1,0.36,2.28,1
Racing,0.07,2.0,0.020000000000000004,0.18,2.28,2
Role-Playing,1.12,0.39,0.64,0.12,2.27,1
Misc,1.34,0.62,0.0,0.31,2.27,2
Misc,1.07,0.92,0.04,0.24000000000000002,2.27,2
Platform,1.22,0.1,0.91,0.04,2.27,2
Platform,0.9,0.73,0.5399999999999999,0.09,2.26,2
Misc,1.4,0.54,0.020000000000000004,0.3,2.26,2
Action,1.34,0.57,0.14,0.21,2.26,0
Misc,0.28,0.79,0.87,0.32,2.25,2
Adventure,0.62,0.44,1.06,0.13,2.25,0
Sports,1.52,0.46,0.2,0.08,2.25,1
Role-Playing,1.48,0.25,0.4600000000000001,0.06,2.25,1
Sports,1.9299999999999997,0.15,0.0,0.17,2.25,1
Role-Playing,0.67,0.41,1.0499999999999998,0.11,2.25,1
Fighting,0.51,0.51,0.91,0.32,2.25,0
Platform,1.19,0.71,0.22,0.13,2.24,2
Platform,1.29,0.83,0.0,0.11,2.23,2
Action,1.74,0.25,0.21,0.03,2.23,0
Action,1.42,0.61,0.0,0.21,2.23,0
Simulation,1.09,0.85,0.0,0.28,2.23,1
Platform,1.27,0.62,0.18,0.15999999999999998,2.22,2
Action,0.88,1.03,0.0,0.31,2.22,0
Puzzle,1.71,0.32,0.020000000000000004,0.18,2.22,2
Adventure,1.0,0.63,0.45000000000000007,0.13,2.22,0
Racing,1.03,0.98,0.0,0.21,2.22,2
Shooter,1.45,0.55,0.020000000000000004,0.19,2.21,1
Action,1.47,0.55,0.0,0.19,2.21,0
Action,1.06,0.82,0.05,0.28,2.21,0
Misc,1.78,0.24,0.0,0.18,2.2,2
Action,2.0600000000000005,0.12,0.0,0.020000000000000004,2.2,0
Misc,2.01,0.01999999999999999,0.0,0.17,2.2,2
Platform,1.1099999999999999,0.51,0.3400000000000001,0.23,2.2,2
Sports,0.15,0.0,2.05,6.938893903907228e-18,2.2,1
Platform,1.28,0.68,0.020000000000000004,0.21,2.2,2
Puzzle,1.06,0.91,0.0,0.23,2.2,2
Action,0.34,0.97,0.55,0.33,2.19,0
Action,1.17,0.78,0.020000000000000004,0.22,2.19,0
Role-Playing,1.68,0.44,0.0,0.08,2.19,1
Misc,0.87,0.17,1.1,0.05,2.19,2
Platform,1.04,0.72,0.3,0.13,2.19,2
Action,0.59,1.07,0.07,0.44999999999999996,2.19,0
Role-Playing,0.0,0.0,2.17,0.010000000000000002,2.18,1
Racing,1.92,0.2,0.0,0.06,2.18,2
Racing,1.21,0.78,0.009999999999999995,0.17,2.18,2
Sports,1.9700000000000002,0.07000000000000002,0.0,0.13,2.18,1
Role-Playing,1.29,0.04000000000000001,0.7299999999999999,0.12,2.18,1
Role-Playing,1.48,0.17,0.47,0.06,2.1700000000000004,1
Role-Playing,1.27,0.68,0.009999999999999995,0.2,2.1700000000000004,1
Simulation,1.6,0.46,0.08,0.03,2.1700000000000004,1
Sports,0.48,0.11,1.56,0.020000000000000004,2.1700000000000004,1
Simulation,1.23,0.83,0.0,0.1,2.16,1
Sports,1.51,0.47,0.0,0.18,2.16,1
Shooter,1.5,0.55,0.020000000000000004,0.08,2.15,1
Shooter,0.54,1.16,0.13,0.32,2.15,1
Sports,0.14,0.03,1.98,6.938893903907228e-18,2.15,1
Sports,0.6,1.41,0.0,0.14,2.15,1
Shooter,0.52,1.03,0.0,0.59,2.1400000000000006,1
Role-Playing,0.66,0.0,1.4500000000000002,0.03,2.1400000000000006,1
Misc,0.010000000000000009,0.0,2.13,6.938893903907228e-18,2.1400000000000006,2
Racing,1.47,0.38,0.19,0.1,2.1400000000000006,2
Simulation,1.2,0.84,0.0,0.1,2.1400000000000006,1
Shooter,1.99,0.12,0.0,0.020000000000000004,2.13,1
Simulation,1.04,0.81,0.0,0.27,2.13,1
Puzzle,0.64,0.07000000000000002,1.35,0.08,2.13,2
Role-Playing,0.82,0.37,0.8899999999999999,0.05,2.13,1
Action,0.59,1.16,0.06,0.33,2.13,0
Action,0.93,0.97,0.020000000000000004,0.21,2.12,0
Role-Playing,0.91,0.05,1.07,0.09,2.12,1
Platform,1.47,0.09,0.45000000000000007,0.11,2.12,2
Racing,1.37,0.61,0.05,0.09,2.12,2
Sports,0.83,0.33,0.9200000000000002,0.04,2.12,1
Sports,1.61,0.27,0.05,0.18,2.11,1
Shooter,1.2,0.62,0.0,0.29,2.11,1
Sports,1.68,0.4,0.0,0.03,2.11,1
Sports,0.10999999999999999,1.34,0.4,0.26,2.11,1
Racing,1.68,0.31,0.020000000000000004,0.09,2.11,2
Sports,0.9,0.45,0.63,0.13,2.11,1
Action,0.63,0.21,1.13,0.13,2.11,0
Fighting,1.63,0.33,0.0,0.15,2.11,0
Role-Playing,0.94,0.07000000000000002,1.0499999999999998,0.04,2.1,1
Platform,1.17,0.72,0.0,0.22,2.1,2
Action,1.54,0.44,0.04,0.07,2.1,0
Racing,1.77,0.13,0.020000000000000004,0.18,2.1,2
Shooter,1.41,0.51,0.009999999999999995,0.17,2.1,1
Action,0.99,0.63,0.29,0.19,2.09,0
Sports,0.0,0.0,1.96,0.14,2.09,1
Action,1.16,0.65,0.08,0.2,2.09,0
Action,1.2599999999999998,0.6,0.05,0.18,2.09,0
Action,1.84,0.12,0.009999999999999995,0.13,2.09,0
Misc,1.9700000000000002,0.0,0.0,0.12,2.09,2
Simulation,0.92,0.94,0.0,0.22,2.09,1
Shooter,0.7,0.93,0.14,0.32,2.09,1
Action,0.46,0.42,0.9599999999999999,0.25,2.09,0
Role-Playing,1.77,0.32,0.0,6.938893903907228e-18,2.08,1
Puzzle,1.1099999999999999,0.71,0.0,0.27,2.08,2
Racing,0.63,1.02,0.05,0.39,2.08,2
Simulation,1.36,0.52,0.0,0.2,2.08,1
Misc,0.97,0.33,0.7299999999999999,0.06,2.08,2
Action,0.59,0.99,0.13,0.36,2.08,0
Strategy,2.04,0.04000000000000001,0.0,6.938893903907228e-18,2.08,1
Strategy,0.89,1.08,0.0,0.11,2.08,1
Sports,0.79,0.94,0.0,0.35,2.08,1
Shooter,1.54,0.46,0.0,0.08,2.07,1
Role-Playing,0.63,0.42,0.75,0.26,2.07,1
Fighting,1.48,0.39,0.0,0.19,2.07,0
Role-Playing,0.75,0.54,0.5399999999999999,0.23,2.07,1
Strategy,1.64,0.36,0.0,0.07,2.07,1
Racing,1.04,0.8,0.009999999999999995,0.22,2.06,2
Simulation,0.73,0.97,0.020000000000000004,0.34,2.06,1
Action,1.2,0.63,0.04,0.19,2.06,0
Role-Playing,0.71,0.52,0.74,0.08,2.06,1
Action,1.15,0.77,0.04,0.1,2.06,0
Racing,0.6800000000000002,0.46,0.7900000000000001,0.13,2.06,2
Fighting,1.06,0.62,0.13,0.25,2.06,0
Role-Playing,0.89,0.57,0.4600000000000001,0.13,2.06,1
Racing,0.73,0.92,0.04,0.37,2.05,2
Misc,1.23,0.64,0.0,0.19,2.05,2
Sports,1.43,0.33,0.04,0.25,2.05,1
Role-Playing,1.16,0.06,0.8299999999999998,6.938893903907228e-18,2.05,1
Misc,1.47,0.48,0.05,0.06,2.05,2
Role-Playing,0.71,0.83,0.15,0.35,2.05,1
Sports,1.75,0.25,0.0,0.05,2.05,1
Racing,0.48,1.29,0.020000000000000004,0.25,2.05,2
Role-Playing,1.1099999999999999,0.27,0.53,0.14,2.04,1
Misc,1.45,0.42,0.009999999999999995,0.15999999999999998,2.04,2
Misc,0.73,1.09,0.0,0.23,2.04,2
Shooter,1.74,0.01999999999999999,0.0,0.28,2.04,1
Action,0.71,1.02,0.0,0.31,2.04,0
Platform,1.2,0.48,0.29,0.07,2.04,2
Action,0.58,1.06,0.03,0.37,2.04,0
Sports,1.53,0.25,0.0,0.25,2.03,1
Sports,1.25,0.61,0.13,0.05,2.03,1
Misc,1.47,0.4,0.0,0.15999999999999998,2.03,2
Sports,1.57,0.18,0.0,0.27,2.03,1
Action,1.05,0.6699999999999999,0.0,0.3,2.02,0
Shooter,1.81,0.05,0.009999999999999995,0.15,2.02,1
Sports,1.76,0.09,0.0,0.17,2.02,1
Racing,0.82,0.98,0.04,0.18,2.02,2
Puzzle,0.49,1.27,0.0,0.25,2.01,2
Shooter,1.2,0.62,0.0,0.18,2.01,1
Action,0.77,0.85,0.009999999999999995,0.37,2.0,0
Role-Playing,0.89,0.45,0.53,0.13,2.0,1
Racing,0.35,1.31,0.020000000000000004,0.33,2.0,2
Fighting,0.52,0.16,1.29,0.03,2.0,0
Fighting,1.48,0.3,0.0,0.22,2.0,0
Action,0.95,0.64,0.27,0.13,1.9899999999999998,0
Sports,0.75,0.3,0.9,0.04,1.9899999999999998,1
Action,1.21,0.64,0.05,0.09,1.9899999999999998,0
Action,0.75,1.09,0.020000000000000004,0.12,1.98,0
Simulation,0.93,0.27,0.75,0.04,1.98,1
Shooter,1.25,0.58,0.0,0.15999999999999998,1.98,1
Shooter,1.1099999999999999,0.63,0.07,0.15999999999999998,1.98,1
Role-Playing,0.72,0.86,0.08,0.32,1.9699999999999998,1
Platform,0.99,0.8,0.0,0.18,1.9699999999999998,2
Platform,0.74,0.95,0.0,0.28,1.9699999999999998,2
Shooter,1.2,0.59,0.0,0.19,1.9699999999999998,1
Action,0.71,0.58,0.51,0.17,1.9699999999999998,0
Racing,1.01,0.64,0.020000000000000004,0.3,1.9699999999999998,2
Action,1.84,0.11,0.0,0.020000000000000004,1.9699999999999998,0
Shooter,1.22,0.57,0.020000000000000004,0.15,1.96,1
Sports,0.5,0.5,0.63,0.33,1.96,1
Racing,1.13,0.37,0.4099999999999999,0.05,1.96,2
Sports,0.18,0.23,1.53,0.020000000000000004,1.96,1
Platform,0.79,0.03,1.0499999999999998,0.08,1.96,2
Shooter,1.09,0.65,0.020000000000000004,0.2,1.96,1
Shooter,1.3,0.49,0.0,0.15999999999999998,1.9499999999999997,1
Racing,0.74,1.01,0.0,0.2,1.9499999999999997,2
Action,1.2599999999999998,0.61,0.0,0.09,1.9499999999999997,0
Shooter,1.09,0.77,0.0,0.09,1.9499999999999997,1
Sports,1.69,0.2,0.0,0.06,1.9499999999999997,1
Fighting,0.95,0.74,0.0,0.25,1.94,0
Sports,0.49,1.26,0.009999999999999995,0.18,1.94,1
Misc,1.94,0.0,0.0,6.938893903907228e-18,1.94,2
Adventure,0.59,1.23,0.0,0.13,1.94,0
Puzzle,0.96,0.38,0.55,0.05,1.94,2
Fighting,1.09,0.15,0.65,0.04,1.94,0
Racing,1.41,0.42,0.03,0.07,1.94,2
Shooter,1.42,0.4,0.0,0.12,1.94,1
Role-Playing,1.0,0.72,0.0,0.21,1.9299999999999997,1
Action,1.15,0.61,0.0,0.17,1.9299999999999997,0
Misc,1.1,0.56,0.0,0.27,1.9299999999999997,2
Fighting,1.48,0.39,0.0,0.06,1.9299999999999997,0
Fighting,0.34,0.26,1.3,0.03,1.9299999999999997,0
Puzzle,1.06,0.6,0.2,0.07,1.9299999999999997,2
Fighting,1.53,0.24,0.0,0.15999999999999998,1.9299999999999997,0
Action,0.56,0.89,0.1,0.37,1.9299999999999997,0
Sports,1.51,0.0,0.29,0.12,1.9299999999999997,1
Action,0.86,0.87,0.009999999999999995,0.17,1.92,0
Action,0.92,0.53,0.4099999999999999,0.06,1.92,0
Racing,0.73,0.97,0.009999999999999995,0.22,1.92,2
Misc,0.87,0.85,0.0,0.2,1.92,2
Shooter,0.76,0.96,0.0,0.2,1.92,1
Simulation,1.03,0.8,0.0,0.09,1.92,1
Racing,0.94,0.73,0.0,0.25,1.92,2
Misc,0.26,0.16,1.4599999999999997,0.03,1.92,2
Misc,1.06,0.6699999999999999,0.0,0.18,1.92,2
Misc,0.72,0.16,1.01,0.020000000000000004,1.9099999999999997,2
Action,1.14,0.57,0.0,0.19,1.9099999999999997,0
Misc,1.3,0.44,0.0,0.17,1.9099999999999997,2
Shooter,0.77,0.78,0.04,0.31,1.9099999999999997,1
Action,1.08,0.66,0.0,0.17,1.9099999999999997,0
Simulation,1.03,0.75,0.03,0.09,1.9,1
Shooter,0.59,0.92,0.06,0.32,1.9,1
Racing,0.73,0.91,0.03,0.22,1.8899999999999997,2
Sports,1.56,0.15,0.0,0.18,1.8899999999999997,1
Role-Playing,0.21,0.3,1.33,0.04,1.8899999999999997,1
Platform,1.05,0.54,0.03,0.26,1.88,2
Role-Playing,1.37,0.44,0.0,0.08,1.88,1
Fighting,0.92,0.72,0.0,0.24000000000000002,1.88,0
Sports,0.25,0.12,1.48,0.03,1.88,1
Shooter,0.89,0.69,0.09,0.21,1.88,1
Fighting,1.42,0.36,0.03,0.07,1.88,0
Misc,0.47,0.08,0.0,1.33,1.87,2
Adventure,0.96,0.53,0.3,0.09,1.87,0
Sports,0.22,1.47,0.04,0.14,1.87,1
Action,0.53,0.16,1.07,0.1,1.87,0
Platform,0.73,0.62,0.4,0.12,1.87,2
Adventure,0.87,0.52,0.4099999999999999,0.06,1.8599999999999999,0
Sports,1.75,0.03,0.0,0.08,1.8599999999999999,1
Platform,1.12,0.69,0.03,0.020000000000000004,1.8599999999999999,2
Role-Playing,0.94,0.44,0.39,0.1,1.8599999999999999,1
Platform,1.37,0.41,0.04,0.04,1.8599999999999999,2
Misc,0.0,1.37,0.0,0.49,1.8599999999999999,2
Platform,0.64,0.92,0.009999999999999995,0.29,1.8599999999999999,2
Sports,0.91,0.71,0.0,0.24000000000000002,1.8599999999999999,1
Action,1.34,0.37,0.0,0.15,1.8599999999999999,0
Role-Playing,0.62,0.42,0.69,0.12,1.8599999999999999,1
Action,0.85,0.71,0.13,0.15999999999999998,1.8599999999999999,0
Misc,0.61,0.59,0.55,0.11,1.85,2
Platform,1.33,0.49,0.0,0.03,1.85,2
Misc,0.83,0.82,0.0,0.2,1.85,2
Role-Playing,1.2599999999999998,0.18,0.35,0.06,1.85,1
Action,0.8,0.19,0.8299999999999998,0.03,1.85,0
Action,1.05,0.49,0.08,0.23,1.85,0
Racing,0.0,1.1,0.42000000000000004,0.33,1.8399999999999999,2
Role-Playing,0.97,0.34,0.35,0.18,1.8399999999999999,1
Sports,1.53,0.05,0.0,0.25,1.8399999999999999,1
Simulation,0.83,0.06,0.93,6.938893903907228e-18,1.83,1
Misc,1.31,0.49,0.0,0.03,1.83,2
Role-Playing,0.84,0.76,0.0,0.23,1.83,1
Racing,1.33,0.4,0.03,0.07,1.83,2
Action,0.46,1.02,0.07,0.28,1.83,0
